protein;smth
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
O60814;H2B1K_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
P06899;H2B1J_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q93079;H2B1H_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
Q99877;H2B1N_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
P58876;H2B1D_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
Q5QNW6-2;H2B2F_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P23527;H2B1O_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
P33778;H2B1B_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q16778;H2B2E_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
Q5QNW6;H2B2F_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
P62807;H2B1C_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
Q99879;H2B1M_HUMAN
